2021-08-10 09:01:00,594 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-08-10 09:01:00,645 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-08-10 09:01:00,648 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-08-10 09:01:00,650 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-08-10 09:01:00,660 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-08-10 09:01:00,660 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-08-10 09:01:00,662 INFO  SwAddin.cs: 201 - Setting up command manager
2021-08-10 09:01:00,665 INFO  SwAddin.cs: 204 - Adding command manager
2021-08-10 09:01:00,672 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-08-10 09:01:00,677 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-08-10 09:01:00,678 INFO  SwAddin.cs: 210 - Adding event handlers
2021-08-10 09:01:00,723 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-08-10 09:01:34,812 INFO  SwAddin.cs: 351 - Part export called
2021-08-10 09:01:34,847 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dudukan
2021-08-10 09:01:34,851 INFO  ExportHelperExtension.cs: 1136 - Found 34 in dudukan
2021-08-10 09:01:34,851 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dudukan
2021-08-10 09:01:34,852 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from dudukan
2021-08-10 09:01:34,852 INFO  ExportHelperExtension.cs: 1136 - Found 34 in dudukan
2021-08-10 09:01:34,853 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in dudukan
2021-08-10 09:01:34,853 INFO  SwAddin.cs: 367 - Showing part
2021-08-10 09:01:50,119 INFO  SwAddin.cs: 294 - Assembly export called for file Mechanical Toy v3
2021-08-10 09:01:54,473 INFO  SwAddin.cs: 313 - Saving assembly
2021-08-10 09:01:54,964 INFO  SwAddin.cs: 316 - Opening property manager
2021-08-10 09:01:54,967 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Mechanical Toy v3
2021-08-10 09:01:54,969 INFO  ExportHelperExtension.cs: 1136 - Found 56 in Mechanical Toy v3
2021-08-10 09:01:54,969 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Mechanical Toy v3
2021-08-10 09:01:54,970 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-08-10 09:01:54,972 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2021-08-10 09:01:54,973 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spur gear_used-3
2021-08-10 09:01:54,974 INFO  ExportHelperExtension.cs: 1136 - Found 70 in spur gear_used-3
2021-08-10 09:01:54,975 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in spur gear_used-3
2021-08-10 09:01:54,976 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spur gear_used-2
2021-08-10 09:01:54,976 INFO  ExportHelperExtension.cs: 1136 - Found 70 in spur gear_used-2
2021-08-10 09:01:54,977 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in spur gear_used-2
2021-08-10 09:01:54,978 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spur gear_used_5deg-1
2021-08-10 09:01:54,979 INFO  ExportHelperExtension.cs: 1136 - Found 73 in spur gear_used_5deg-1
